Name,gwp20,loggwp20,gwp100,loggwp100,gwp500,loggwp500,smiles
HCFC-232aa,309,2.489958479,86,1.934498451,24,1.380211242,FC(Cl)C(Cl)(Cl)C(F)Cl
HCFC-232ab,157,2.195899652,44,1.643452676,12,1.079181246,FC(F)C(Cl)(Cl)C(Cl)Cl
HCFC-232ac,608,2.783903579,169,2.227886705,48,1.681241237,FC(F)(Cl)C(Cl)(Cl)CCl
HCFC-232ad,526,2.720985744,146,2.164352856,42,1.62324929,FCC(Cl)(Cl)C(F)(Cl)Cl
HCFC-232ba,171,2.23299611,48,1.681241237,14,1.146128036,FC(Cl)C(F)(Cl)C(Cl)Cl
HCFC-232bb,605,2.781755375,168,2.225309282,48,1.681241237,FC(Cl)(Cl)C(F)(Cl)CCl
HCFC-232ca,98,1.991226076,27,1.431363764,8,0.903089987,FC(F)(C(Cl)Cl)C(Cl)Cl
HCFC-232cb,987,2.994317153,278,2.444044796,79,1.897627091,FC(F)(CCl)C(Cl)(Cl)Cl
HCFC-232da,156,2.193124598,43,1.633468456,12,1.079181246,FC(F)(Cl)C(Cl)C(Cl)Cl
HCFC-232db,321,2.506505032,89,1.949390007,25,1.397940009,FC(Cl)C(Cl)C(F)(Cl)Cl
HCFC-232dc,556,2.745074792,155,2.190331698,44,1.643452676,FC(F)C(Cl)C(Cl)(Cl)Cl
HCFC-232ea,146,2.164352856,41,1.612783857,12,1.079181246,FC(C(Cl)Cl)C(F)(Cl)Cl
HCFC-232eb,395,2.596597096,110,2.041392685,31,1.491361694,FC(Cl)C(F)C(Cl)(Cl)Cl
HCFC-232fa,2280,3.357934847,722,2.858537198,206,2.31386722,FC(Cl)(Cl)CC(F)(Cl)Cl
HCFC-232fb,2260,3.354108439,736,2.866877814,210,2.322219295,FC(F)(Cl)CC(Cl)(Cl)Cl
HCFC-233aa,569,2.755112266,158,2.198657087,45,1.653212514,FC(F)C(Cl)(Cl)C(F)Cl
HCFC-233ab,587,2.768638101,163,2.212187604,47,1.672097858,FC(F)(F)CC(Cl)(Cl)Cl
HCFC-233ac,1090,3.037426498,306,2.485721426,87,1.939519253,FCC(Cl)(Cl)C(F)(F)Cl
HCFC-233ba,497,2.696356389,138,2.139879086,39,1.591064607,FC(Cl)C(F)(Cl)C(F)Cl
HCFC-233bb,254,2.404833717,71,1.851258349,20,1.301029996,FC(F)C(F)(Cl)C(Cl)Cl
HCFC-233bc,1410,3.149219113,399,2.600972896,114,2.056904851,FC(F)(Cl)C(F)(Cl)CCl
HCFC-233bd,1100,3.041392685,307,2.487138375,88,1.944482672,FCC(F)(Cl)C(F)(Cl)Cl
HCFC-233ca,257,2.409933123,71,1.851258349,20,1.301029996,FC(Cl)C(F)(F)C(Cl)Cl
HCFC-233cb,1320,3.120573931,372,2.57054294,106,2.025305865,FC(Cl)(Cl)C(F)(F)CCl
HCFC-233cc,1720,3.235528447,501,2.699837726,143,2.155336037,FCC(F)(F)C(Cl)(Cl)Cl
HCFC-233da,152,2.181843588,42,1.62324929,12,1.079181246,FC(F)(F)C(Cl)C(Cl)Cl
HCFC-233db,654,2.815577748,182,2.260071388,52,1.716003344,FC(Cl)C(Cl)C(F)(F)Cl
HCFC-233dc,1010,3.004321374,282,2.450249108,80,1.903089987,FC(F)C(Cl)C(F)(Cl)Cl
HCFC-233ea,207,2.315970345,57,1.755874856,16,1.204119983,FC(C(Cl)Cl)C(F)(F)Cl
HCFC-233eb,593,2.773054693,165,2.217483944,47,1.672097858,FC(Cl)C(F)C(F)(Cl)Cl
HCFC-233ec,1120,3.049218023,314,2.496929648,90,1.954242509,FC(F)C(F)C(Cl)(Cl)Cl
HCFC-233fa,4170,3.620136055,1610,3.206825876,459,2.661812686,FC(F)(Cl)CC(F)(Cl)Cl
HCFC-234aa,1590,3.201397124,464,2.666517981,132,2.120573931,FC(F)C(Cl)(Cl)C(F)F
HCFC-234ab,1040,3.017033339,291,2.463892989,83,1.919078092,FCC(Cl)(Cl)C(F)(F)F
HCFC-234ba,930,2.968482949,260,2.414973348,74,1.86923172,FC(F)C(F)(Cl)C(F)Cl
HCFC-234bb,1330,3.123851641,376,2.575187845,107,2.029383778,FC(F)(F)C(F)(Cl)CCl
HCFC-234bc,2340,3.369215857,695,2.841984805,198,2.29666519,FCC(F)(Cl)C(F)(F)Cl
HCFC-234ca,716,2.854913022,199,2.298853076,57,1.755874856,FC(Cl)C(F)(F)C(F)Cl
HCFC-234cb,417,2.620136055,116,2.064457989,33,1.51851394,FC(F)C(F)(F)C(Cl)Cl
HCFC-234cc,2830,3.451786436,900,2.954242509,257,2.409933123,FC(F)(Cl)C(F)(F)CCl
HCFC-234cd,2260,3.354108439,665,2.822821645,190,2.278753601,FCC(F)(F)C(F)(Cl)Cl
HCFC-234da,705,2.848189117,196,2.292256071,56,1.748188027,FC(Cl)C(Cl)C(F)(F)F
HCFC-234db,1910,3.281033367,550,2.740362689,157,2.195899652,FC(F)C(Cl)C(F)(F)Cl
HCFC-234ea,220,2.342422681,61,1.785329835,17,1.230448921,FC(C(Cl)Cl)C(F)(F)F
HCFC-234eb,876,2.942504106,244,2.387389826,70,1.84509804,FC(Cl)C(F)C(F)(F)Cl
HCFC-234ec,1830,3.26245109,522,2.717670503,149,2.173186268,FC(F)C(F)C(F)(Cl)Cl
HCFC-234fa,6540,3.815577748,3700,3.568201724,1100,3.041392685,FC(F)(Cl)CC(F)(F)Cl
HCFC-234fb,5290,3.723455672,3310,3.519827994,1020,3.008600172,FC(F)(F)CC(F)(Cl)Cl
HCFC-235ba,2490,3.396199347,777,2.890421019,222,2.346352974,FC(F)C(F)(Cl)C(F)F
HCFC-235bb,2280,3.357934847,681,2.833147112,194,2.28780173,FCC(F)(Cl)C(F)(F)F
HCFC-235ca,2550,3.40654018,820,2.913813852,234,2.369215857,FC(F)C(Cl)C(F)(F)F
HCFC-235cb,1450,3.161368002,410,2.612783857,117,2.068185862,FC(F)(F)C(F)(F)CCl
HCFC-235cc,4220,3.625312451,1560,3.193124598,447,2.650307523,FC(F)C(F)(F)C(F)Cl
HCFC-235da,2280,3.357934847,687,2.836956737,196,2.292256071,FC(Cl)C(F)C(F)(F)F
HCFC-235eb,1230,3.089905111,342,2.534026106,98,1.991226076,FC(F)C(F)C(F)(F)Cl
HCFC-235fa,7250,3.860338007,5880,3.769377326,2110,3.324282455,FCC(F)(F)C(F)(F)Cl
HCFC-241aa,190,2.278753601,53,1.72427587,15,1.176091259,FC(Cl)C(Cl)(Cl)CCl
HCFC-241ab,84,1.924279286,23,1.361727836,7,0.84509804,FCC(Cl)(Cl)C(Cl)Cl
HCFC-241ac,1130,3.053078443,321,2.506505032,92,1.963787827,CC(Cl)(Cl)C(F)(Cl)Cl
HCFC-241ba,112,2.049218023,31,1.491361694,9,0.954242509,FC(Cl)(CCl)C(Cl)Cl
HCFC-241bb,1590,3.201397124,480,2.681241237,137,2.136720567,CC(F)(Cl)C(Cl)(Cl)Cl
HCFC-241da,65,1.812913357,18,1.255272505,5,0.698970004,FC(Cl)C(Cl)C(Cl)Cl
HCFC-241db,73,1.86332286,20,1.301029996,6,0.77815125,FC(Cl)(Cl)C(Cl)CCl
HCFC-241dc,100,2,28,1.447158031,8,0.903089987,FCC(Cl)C(Cl)(Cl)Cl
HCFC-241ea,39,1.591064607,11,1.041392685,3,0.477121255,FC(C(Cl)Cl)C(Cl)Cl
HCFC-241eb,150,2.176091259,42,1.62324929,12,1.079181246,FC(CCl)C(Cl)(Cl)Cl
HCFC-241fa,69,1.838849091,19,1.278753601,5,0.698970004,FC(Cl)(Cl)CC(Cl)Cl
HCFC-241fb,252,2.401400541,70,1.84509804,20,1.301029996,FC(Cl)CC(Cl)(Cl)Cl
HCFC-242aa,355,2.550228353,99,1.995635195,28,1.447158031,FC(F)C(Cl)(Cl)CCl
HCFC-242ab,296,2.471291711,82,1.913813852,23,1.361727836,FCC(Cl)(Cl)C(F)Cl
HCFC-242ac,2150,3.33243846,658,2.818225894,188,2.274157849,CC(Cl)(Cl)C(F)(F)Cl
HCFC-242ba,387,2.587710965,108,2.033423755,31,1.491361694,FC(Cl)C(F)(Cl)CCl
HCFC-242bb,177,2.247973266,49,1.69019608,14,1.146128036,FCC(F)(Cl)C(Cl)Cl
HCFC-242bc,2300,3.361727836,702,2.846337112,200,2.301029996,CC(F)(Cl)C(F)(Cl)Cl
HCFC-242ca,200,2.301029996,55,1.740362689,16,1.204119983,FC(F)(CCl)C(Cl)Cl
HCFC-242cb,3180,3.50242712,1110,3.045322979,316,2.499687083,CC(F)(F)C(Cl)(Cl)Cl
HCFC-242da,243,2.385606274,68,1.832508913,19,1.278753601,FC(Cl)C(Cl)C(F)Cl
HCFC-242db,111,2.045322979,31,1.491361694,9,0.954242509,FC(F)C(Cl)C(Cl)Cl
HCFC-242dc,259,2.413299764,72,1.857332496,21,1.322219295,FC(F)(Cl)C(Cl)CCl
HCFC-242dd,168,2.225309282,47,1.672097858,13,1.113943352,FCC(Cl)C(F)(Cl)Cl
HCFC-242ea,111,2.045322979,31,1.491361694,9,0.954242509,FC(Cl)C(F)C(Cl)Cl
HCFC-242eb,261,2.416640507,73,1.86332286,21,1.322219295,FC(CCl)C(F)(Cl)Cl
HCFC-242ec,378,2.5774918,105,2.021189299,30,1.477121255,FCC(F)C(Cl)(Cl)Cl
HCFC-242fa,142,2.152288344,40,1.602059991,11,1.041392685,FC(F)(Cl)CC(Cl)Cl
HCFC-242fb,408,2.610660163,113,2.053078443,32,1.505149978,FC(Cl)CC(F)(Cl)Cl
HCFC-242fc,1020,3.008600172,287,2.457881897,82,1.913813852,FC(F)CC(Cl)(Cl)Cl
HCFC-243aa,647,2.810904281,180,2.255272505,51,1.707570176,FCC(Cl)(Cl)C(F)F
HCFC-243ab,2200,3.342422681,677,2.830588669,193,2.285557309,CC(Cl)(Cl)C(F)(F)F
HCFC-243ba,753,2.876794976,211,2.324282455,60,1.77815125,FC(F)C(F)(Cl)CCl
HCFC-243bb,597,2.775974331,166,2.220108088,47,1.672097858,FCC(F)(Cl)C(F)Cl
HCFC-243bc,4170,3.620136055,1620,3.209515015,462,2.664641976,CC(F)(Cl)C(F)(F)Cl
HCFC-243ca,763,2.882524538,213,2.328379603,61,1.785329835,FC(Cl)C(F)(F)CCl
HCFC-243cb,304,2.482873584,85,1.929418926,24,1.380211242,FCC(F)(F)C(Cl)Cl
HCFC-243cc,4920,3.691965103,2060,3.31386722,591,2.771587481,CC(F)(F)C(F)(Cl)Cl
HCFC-243da,450,2.653212514,125,2.096910013,36,1.556302501,FC(F)(F)C(Cl)CCl
HCFC-243dc,580,2.763427994,161,2.206825876,46,1.662757832,FCC(Cl)C(F)(F)Cl
HCFC-243ea,379,2.57863921,105,2.021189299,30,1.477121255,FC(Cl)C(F)C(F)Cl
HCFC-243eb,179,2.252853031,50,1.698970004,14,1.146128036,FC(F)C(F)C(Cl)Cl
HCFC-243ec,430,2.633468456,119,2.075546961,34,1.531478917,FC(CCl)C(F)(F)Cl
HCFC-243ed,609,2.784617293,169,2.227886705,48,1.681241237,FCC(F)C(F)(Cl)Cl
HCFC-243fa,137,2.136720567,38,1.579783597,11,1.041392685,FC(F)(F)CC(Cl)Cl
HCFC-243fb,733,2.865103975,204,2.309630167,58,1.763427994,FC(Cl)CC(F)(F)Cl
HCFC-243fc,1840,3.264817823,524,2.719331287,150,2.176091259,FC(F)CC(F)(Cl)Cl
HCFC-244ba,1360,3.133538908,388,2.588831726,111,2.045322979,FCC(F)(Cl)C(F)F
HCFC-244bb,4420,3.645422269,1770,3.247973266,505,2.703291378,CC(F)(Cl)C(F)(F)F
HCFC-244ca,1670,3.222716471,487,2.687528961,139,2.1430148,FC(F)C(F)(F)CCl
HCFC-244cb,1120,3.049218023,315,2.498310554,90,1.954242509,FCC(F)(F)C(F)Cl
HCFC-244cc,6370,3.804139432,3620,3.558708571,1080,3.033423755,CC(F)(F)C(F)(F)Cl
HCFC-244da,1120,3.049218023,313,2.495544338,89,1.949390007,FC(F)C(Cl)C(F)F
HCFC-244db,634,2.802089258,177,2.247973266,50,1.698970004,FCC(Cl)C(F)(F)F
HCFC-244ea,723,2.859138297,201,2.303196057,57,1.755874856,FC(F)C(F)C(F)Cl
HCFC-244eb,494,2.693726949,137,2.136720567,39,1.591064607,FC(CCl)C(F)(F)F
HCFC-244ec,1020,3.008600172,284,2.45331834,81,1.908485019,FCC(F)C(F)(F)Cl
HCFC-244fa,708,2.850033258,197,2.294466226,56,1.748188027,FC(Cl)CC(F)(F)F
HCFC-244fb,3220,3.507855872,976,2.989449818,278,2.444044796,FC(F)CC(F)(F)Cl
HCFC-251aa,131,2.117271296,36,1.556302501,10,1,FCC(Cl)(Cl)CCl
HCFC-251ab,266,2.424881637,74,1.86923172,21,1.322219295,CC(Cl)(Cl)C(F)Cl
HCFC-251ba,180,2.255272505,50,1.698970004,14,1.146128036,FC(Cl)(CCl)CCl
HCFC-251bb,158,2.198657087,44,1.643452676,13,1.113943352,CC(F)(Cl)C(Cl)Cl
HCFC-251da,80,1.903089987,22,1.342422681,6,0.77815125,FC(Cl)C(Cl)CCl
HCFC-251db,35,1.544068044,10,1,3,0.477121255,FCC(Cl)C(Cl)Cl
HCFC-251dc,89,1.949390007,25,1.397940009,7,0.84509804,CC(Cl)C(F)(Cl)Cl
HCFC-251ea,52,1.716003344,14,1.146128036,4,0.602059991,FC(CCl)C(Cl)Cl
HCFC-251eb,129,2.11058971,36,1.556302501,10,1,CC(F)C(Cl)(Cl)Cl
HCFC-251fa,34,1.531478917,10,1,3,0.477121255,FC(Cl)CC(Cl)Cl
HCFC-251fb,67,1.826074803,19,1.278753601,5,0.698970004,FC(Cl)(Cl)CCCl
HCFC-251fc,93,1.968482949,26,1.414973348,7,0.84509804,FCCC(Cl)(Cl)Cl
HCFC-252aa,305,2.484299839,85,1.929418926,24,1.380211242,FCC(Cl)(Cl)CF
HCFC-252ab,1040,3.017033339,294,2.46834733,84,1.924279286,CC(Cl)(Cl)C(F)F
HCFC-252ba,340,2.531478917,95,1.977723605,27,1.431363764,FCC(F)(Cl)CCl
HCFC-252bb,668,2.824776462,186,2.269512944,53,1.72427587,CC(F)(Cl)C(F)Cl
HCFC-252ca,488,2.688419822,136,2.133538908,39,1.591064607,FC(F)(CCl)CCl
HCFC-252cb,278,2.444044796,77,1.886490725,22,1.342422681,CC(F)(F)C(Cl)Cl
HCFC-252da,142,2.152288344,40,1.602059991,11,1.041392685,FC(F)C(Cl)CCl
HCFC-252db,180,2.255272505,50,1.698970004,14,1.146128036,FCC(Cl)C(F)Cl
HCFC-252dc,181,2.257678575,50,1.698970004,14,1.146128036,CC(Cl)C(F)(F)Cl
HCFC-252ea,179,2.252853031,50,1.698970004,14,1.146128036,FC(Cl)C(F)CCl
HCFC-252eb,93,1.968482949,26,1.414973348,7,0.84509804,FCC(F)C(Cl)Cl
HCFC-252ec,233,2.367355921,65,1.812913357,18,1.255272505,CC(F)C(F)(Cl)Cl
HCFC-252fa,255,2.40654018,71,1.851258349,20,1.301029996,FC(Cl)CC(F)Cl
HCFC-252fb,118,2.071882007,33,1.51851394,9,0.954242509,FC(F)CC(Cl)Cl
HCFC-252fc,223,2.348304863,62,1.792391689,18,1.255272505,FC(F)(Cl)CCCl
HCFC-252fd,172,2.235528447,48,1.681241237,14,1.146128036,FCCC(F)(Cl)Cl
HCFC-253ba,831,2.919601024,233,2.367355921,66,1.819543936,FCC(F)(Cl)CF
HCFC-253bb,2380,3.376576957,722,2.858537198,206,2.31386722,CC(F)(Cl)C(F)F
HCFC-253ca,1010,3.004321374,285,2.45484486,81,1.908485019,FCC(F)(F)CCl
HCFC-253cb,1140,3.056904851,319,2.503790683,91,1.959041392,CC(F)(F)C(F)Cl
HCFC-253da,348,2.541579244,97,1.986771734,28,1.447158031,FCC(Cl)C(F)F
HCFC-253db,222,2.346352974,62,1.792391689,18,1.255272505,CC(Cl)C(F)(F)F
HCFC-253ea,292,2.465382851,81,1.908485019,23,1.361727836,FC(F)C(F)CCl
HCFC-253eb,334,2.523746467,93,1.968482949,26,1.414973348,FCC(F)C(F)Cl
HCFC-253ec,368,2.565847819,102,2.008600172,29,1.462397998,CC(F)C(F)(F)Cl
HCFC-253fa,566,2.752816431,157,2.195899652,45,1.653212514,FC(F)CC(F)Cl
HCFC-253fb,234,2.369215857,65,1.812913357,19,1.278753601,FC(F)(F)CCCl
HCFC-253fc,514,2.710963119,143,2.155336037,41,1.612783857,FCCC(F)(F)Cl
HCFC-261aa,133,2.123851641,37,1.568201724,11,1.041392685,CC(Cl)(Cl)CF
HCFC-261ba,324,2.51054501,90,1.954242509,26,1.414973348,CC(F)(Cl)CCl
HCFC-261da,26,1.414973348,7,0.84509804,2,0.301029996,FCC(Cl)CCl
HCFC-261db,51,1.707570176,14,1.146128036,4,0.602059991,CC(Cl)C(F)Cl
HCFC-261ea,46,1.662757832,13,1.113943352,4,0.602059991,FC(CCl)CCl
HCFC-261eb,34,1.531478917,9,0.954242509,3,0.477121255,CC(F)C(Cl)Cl
HCFC-261fa,76,1.880813592,21,1.322219295,6,0.77815125,FC(Cl)CCCl
HCFC-261fb,33,1.51851394,9,0.954242509,3,0.477121255,FCCC(Cl)Cl
HCFC-261fc,152,2.181843588,42,1.62324929,12,1.079181246,CCC(F)(Cl)Cl
HCFC-262ba,867,2.938019097,242,2.383815366,69,1.838849091,CC(F)(Cl)CF
HCFC-262ca,767,2.884795364,214,2.330413773,61,1.785329835,CC(F)(F)CCl
HCFC-262da,104,2.017033339,29,1.462397998,8,0.903089987,FCC(Cl)CF
HCFC-262db,106,2.025305865,29,1.462397998,8,0.903089987,CC(Cl)C(F)F
HCFC-262ea,111,2.045322979,31,1.491361694,9,0.954242509,FCC(F)CCl
HCFC-262eb,133,2.123851641,37,1.568201724,11,1.041392685,CC(F)C(F)Cl
HCFC-262fa,143,2.155336037,40,1.602059991,11,1.041392685,FC(F)CCCl
HCFC-262fb,175,2.243038049,49,1.69019608,14,1.146128036,FCCC(F)Cl
HCFC-262fc,415,2.618048097,115,2.06069784,33,1.51851394,CCC(F)(F)Cl
HCFC-271ba,1270,3.103803721,362,2.558708571,103,2.012837225,CC(C)(F)Cl
HCFC-271da,16,1.204119983,4,0.602059991,1,0,CC(Cl)CF
HCFC-271ea,24,1.380211242,7,0.84509804,2,0.301029996,CC(F)CCl
HCFC-271fa,23,1.361727836,6,0.77815125,2,0.301029996,FCCCCl
HCFC-271fb,78,1.892094603,22,1.342422681,6,0.77815125,CCC(F)Cl
HFC-236ca,4500,3.653212514,1520,3.181843588,435,2.638489257,FC(F)C(F)(F)C(F)F
HFC-254ca,782,2.893206753,218,2.338456494,62,1.792391689,FCC(F)(F)CF
HFC-254cb,3830,3.583198774,1270,3.103803721,363,2.559906625,CC(F)(F)C(F)F
HFC-254ea,673,2.828015064,187,2.271841607,53,1.72427587,FCC(F)C(F)F
HFC-254eb,836,2.922206277,233,2.367355921,66,1.819543936,CC(F)C(F)(F)F
HFC-254fa,1920,3.283301229,538,2.730782276,154,2.187520721,FC(F)CC(F)F
HFC-254fb,422,2.625312451,117,2.068185862,33,1.51851394,FCCC(F)(F)F
HFC-263ca,1230,3.089905111,344,2.536558443,98,1.991226076,CC(F)(F)CF
HFC-263ea,86,1.934498451,24,1.380211242,7,0.84509804,FCC(F)CF
HFC-263eb,304,2.482873584,84,1.924279286,24,1.380211242,CC(F)C(F)F
HFC-263fa,309,2.489958479,86,1.934498451,24,1.380211242,FCCC(F)F
HFC-272ea,61,1.785329835,17,1.230448921,5,0.698970004,CC(F)CF
HFC-272fa,20,1.301029996,6,0.77815125,2,0.301029996,FCCCF
HFC-272fb,146,2.164352856,41,1.612783857,12,1.079181246,CCC(F)F
HFC-281ea,3,0.477121255,0.1,-1,0.1,-1,CC(C)F
HFC-281fa,8,0.903089987,2,0.301029996,0.1,-1,CCCF
HFC-329me,5890,3.770115295,4240,3.627365857,1390,3.1430148,FC(C(F)(F)F)C(F)(F)C(F)(F)F
HFC-338q,3470,3.540329475,1300,3.113943352,372,2.57054294,FCC(F)(F)C(F)(F)C(F)(F)F
HFC-338mce,2930,3.46686762,926,2.966610987,264,2.421603927,FC(F)C(F)C(F)(F)C(F)(F)F
HFC-338mec,3690,3.567026366,1260,3.100370545,360,2.556302501,FC(F)C(F)(F)C(F)C(F)(F)F
HFC-338pcc,4020,3.604226053,1460,3.164352856,417,2.620136055,FC(F)C(F)(F)C(F)(F)C(F)F
HFC-338mf,6790,3.831869774,7720,3.8876173,4950,3.694605199,FC(F)(F)CC(F)(F)C(F)(F)F
HFC-338mee,3900,3.591064607,1320,3.120573931,377,2.57634135,FC(C(F)C(F)(F)F)C(F)(F)F
HFC-347mcc,4910,3.691081492,3060,3.485721426,939,2.972665592,CC(F)(F)C(F)(F)C(F)(F)F
HFC-347mce,999,2.999565488,279,2.445604203,80,1.903089987,FCC(F)C(F)(F)C(F)(F)F
HFC-347mec,1450,3.161368002,406,2.608526034,116,2.064457989,FCC(F)(F)C(F)C(F)(F)F
HFC-347pcc,2920,3.465382851,907,2.957607287,259,2.413299764,FCC(F)(F)C(F)(F)C(F)F
HFC-347mcf,3250,3.511883361,1010,3.004321374,288,2.459392488,FC(F)CC(F)(F)C(F)(F)F
HFC-347mee,1930,3.285557309,549,2.739572344,156,2.193124598,FC(F)C(F)C(F)C(F)(F)F
HFC-347pce,2290,3.359835482,671,2.82672252,191,2.281033367,FC(F)C(F)C(F)(F)C(F)F
HFC-347mfc,4370,3.640481437,1640,3.214843848,469,2.671172843,FC(F)C(F)(F)CC(F)(F)F
HFC-347mef,3250,3.511883361,1010,3.004321374,287,2.457881897,FC(CC(F)(F)F)C(F)(F)F
HFC-356mce,636,2.803457116,177,2.247973266,50,1.698970004,FCCC(F)(F)C(F)(F)F
HFC-356mec,3820,3.582063363,1400,3.146128036,400,2.602059991,CC(F)(F)C(F)C(F)(F)F
HFC-356pcc,3440,3.536558443,1140,3.056904851,326,2.5132176,CC(F)(F)C(F)(F)C(F)F
HFC-356mee,701,2.845718018,195,2.290034611,56,1.748188027,FCC(F)C(F)C(F)(F)F
HFC-356pce,901,2.954724791,251,2.399673721,72,1.857332496,FCC(F)C(F)(F)C(F)F
HFC-356mfc,1710,3.23299611,486,2.686636269,139,2.1430148,FCC(F)(F)CC(F)(F)F
HFC-356pec,921,2.96425963,257,2.409933123,73,1.86332286,FCC(F)(F)C(F)C(F)F
HFC-356mef,1030,3.012837225,288,2.459392488,82,1.913813852,FC(F)CC(F)C(F)(F)F
HFC-356mfe,1160,3.064457989,323,2.509202522,92,1.963787827,FC(F)C(F)CC(F)(F)F
HFC-356pcf,2060,3.31386722,591,2.771587481,168,2.225309282,FC(F)CC(F)(F)C(F)F
HFC-356pee,1140,3.056904851,317,2.501059262,90,1.954242509,FC(F)C(F)C(F)C(F)F
